,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
135,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,45.21,35.11,8.10,4.67,23.66,26.85,5.50,13.34,6.23,14600000000.0,14600000000.0,32.88,3.84,7.66,25.27,7.66,1280000000.0,25.27,451000000.0,1.46,18.60,5.60,2380000000.0,7.89,1490000000.0,4.95,10.97,672420000.0,0.62,0.32,92.50,12840000.0,2.20,4.30,13740000.0,N/A
136,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,34.01,15.75,3.46,5.70,22.53,30.15,17.12,38.37,35.99,7.3979e+11,7.3979e+11,13.05,1.06,3.49,10.14,3.49,70540000000.0,10.14,47810000000.0,8.05,32.70,27.10,33420000000.0,5.80,43870000000.0,1.16,22.39,76310000000.0,1.07,0.05,62.10,61680000.0,1.20,1.10,77870000.0,N/A
137,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,0.13,23.69,1.55,7.57,6.69,10.86,20.81,33.63,36.00,7330000000.0,7330000000.0,18.27,1.32,1.52,12.79,1.52,1920000000.0,12.79,322300000.0,2.39,26.60,11.20,260890000.0,1.96,1270000.0,2.17,7.40,365950000.0,0.93,4.06,92.50,3800000.0,3.70,2.90,3570000.0,N/A
138,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,104.37,23.49,1.04,3.37,4.58,9.69,6.73,15.73,43.21,5920000000.0,5920000000.0,16.40,2.34,1.38,10.25,1.38,859100000.0,10.25,236400000.0,1.96,10.60,5.00,60300000.0,0.62,1390000000.0,2.55,13.62,320800000.0,0.97,1.02,77.50,4120000.0,5.50,4.30,4610000.0,N/A
139,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,154.74,24.54,1.91,6.19,8.17,14.76,7.02,20.49,29.02,42970000000.0,42970000000.0,19.10,3.55,2.44,13.63,2.44,6370000000.0,13.63,1440000000.0,2.32,16.40,0.60,784200000.0,1.32,10290000000.0,0.67,9.13,2380000000.0,0.73,0.25,71.10,16469999.999999998,8.50,2.70,17650000.0,N/A
140,N/A,N/A,pcln,N/A,N/A,N/A,N/A,N/A,61.46,24.89,6.89,6.90,28.05,35.40,13.83,30.61,165.41,60720000000.0,60720000000.0,17.09,1.13,7.03,18.44,7.03,7580000000.0,18.44,2420000000.0,45.84,0.60,12.10,4640000000.0,89.42,5300000000.0,3.50,166.49,2950000000.0,1.69,0.48,95.30,1440000.0,2.10,2.80,1450000.0,N/A
141,N/A,N/A,pcp,N/A,N/A,N/A,N/A,N/A,41.85,19.05,2.82,2.59,15.29,26.18,8.61,13.84,70.16,33130000000.0,33130000000.0,14.12,1.41,3.31,11.25,3.31,3250000000.0,11.25,1540000000.0,10.67,72.10,0.50,474000000.0,3.43,4590000000.0,2.11,78.86,1700000000.0,1.10,0.24,92.30,3150000.0,2.50,2.20,2930000.0,N/A
142,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,123.19,8.69,1.14,5.05,13.64,11.91,11.23,66.05,43.22,18250000000.0,18250000000.0,9.89,1.49,1.29,7.24,1.29,3850000000.0,7.24,1920000000.0,5.76,26.30,2.20,2610000000.0,8.22,3930000000.0,1.92,10.03,3000000000.0,2.00,4.79,87.00,30350000.0,10.70,9.40,27360000.0,N/A
143,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,80.79,36.19,4.33,5.96,12.18,23.43,9.41,17.36,31.21,13200000000.0,13200000000.0,25.66,1.94,4.98,18.09,4.98,1090000000.0,18.09,322770000.0,3.75,4.70,16.40,38400000.0,0.45,1580000000.0,1.24,22.66,435200000.0,0.33,2.11,89.20,2870000.0,6.90,3.40,3250000.0,N/A
144,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,102.06,40.43,6.37,1.85,14.79,29.74,2.71,4.70,10.64,32730000000.0,32730000000.0,12.95,3.11,10.19,18.57,10.19,1860000000.0,18.57,476510000.0,1.55,0.50,19.10,120220000.0,0.36,11600000000.0,0.57,33.37,1310000000.0,0.23,0.56,100.00,9400000.0,4.30,3.20,9630000.0,N/A
145,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,81.47,15.90,1.79,1.42,11.45,23.12,3.60,9.40,31.38,10140000000.0,10140000000.0,14.15,2.77,2.92,7.68,2.92,1400000000.0,7.68,397950000.0,3.58,2.30,2.20,11660000.0,0.11,3710000000.0,0.68,39.70,994620000.0,0.61,0.40,80.20,1320000.0,1.60,1.20,1910000.0,N/A
146,N/A,N/A,arg,N/A,N/A,N/A,N/A,N/A,111.37,22.01,1.53,3.76,6.94,12.12,6.83,18.44,71.01,10420000000.0,10420000000.0,19.55,2.27,1.97,10.72,1.97,2950000000.0,10.72,368090000.0,4.85,0.70,2.70,50720000.0,0.67,2400000000.0,1.25,28.54,718040000.0,0.90,9.93,83.30,1820000.0,2.60,2.70,1720000.0,N/A
147,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,15.35,11.18,2.67,1.36,26.60,19.87,4.09,11.97,7.56,24720000000.0,24720000000.0,12.71,2.02,2.55,7.92,2.55,4050000000.0,7.92,2480000000.0,1.82,35.20,1.00,5070000000.0,4.03,3280000000.0,4.88,15.09,3570000000.0,1.53,0.45,77.70,35290000.0,3.60,2.80,32200000.000000004,N/A
148,N/A,N/A,spls,N/A,N/A,N/A,N/A,N/A,20.86,107.72,0.46,1.90,0.44,4.22,5.33,1.69,34.55,10810000000.0,10810000000.0,16.72,17.26,0.49,7.79,0.49,5800000000.0,7.79,97530000.0,0.15,38.50,6.90,795000000.0,1.24,1110000000.0,1.59,8.32,983940000.0,1.25,0.75,104.30,34610000.0,6.10,5.40,35990000.0,N/A
149,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,78.53,20.49,1.38,3.15,6.92,10.98,5.24,14.79,48.85,22150000000.0,22150000000.0,15.45,1.72,1.70,12.79,1.70,3910000000.0,12.79,879500000.0,3.34,35.10,6.10,733900000.0,2.77,4540000000.0,1.28,21.63,970000000.0,0.98,0.42,83.70,3540000.0,2.00,1.30,3570000.0,N/A
150,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,80.62,20.84,0.69,2.88,3.35,6.86,4.95,13.25,259.38,18680000000.0,18680000000.0,11.67,0.75,0.92,9.39,0.92,3400000000.0,9.39,681000000.0,8.53,19.40,11.10,704000000.0,8.95,4630000000.0,1.04,61.91,1250000000.0,1.57,0.66,91.20,2800000.0,2.70,3.70,2990000.0,N/A
151,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,143.99,16.27,2.49,2.15,15.39,27.45,4.12,13.92,39.97,73840000000.0,73840000000.0,16.23,2.76,4.23,9.50,4.23,8270000000.0,9.50,2680000000.0,6.07,51.20,11.70,469000000.0,1.06,29470000000.0,0.67,45.56,5660000000.0,0.38,0.35,73.30,14130000.0,5.90,3.20,14240000.0,N/A
152,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,2.90,15.30,3.87,2.82,26.03,31.24,11.29,18.81,16.51,95310000000.0,95310000000.0,12.61,2.08,3.47,9.76,3.47,15800000000.0,9.76,7160000000.0,4.23,46.20,8.30,15560000000.0,9.55,1100000000.0,3.36,23.17,6000000000.0,1.25,0.17,80.80,69010000.0,6.50,4.20,19610000.0,N/A
153,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,30.54,21.25,2.79,5.11,13.49,19.32,10.65,24.56,30.09,8370000000.0,8370000000.0,18.26,1.68,2.74,12.76,2.74,1300000000.0,12.76,412240000.0,4.01,14.20,2.50,932300000.0,9.34,512500000.0,2.04,16.71,412140000.0,0.18,0.27,93.70,5490000.0,5.80,5.50,4860000.0,N/A
154,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,77.51,12.17,0.52,2.11,4.33,8.11,5.35,16.83,58.69,63730000000.0,63730000000.0,8.01,4.39,0.59,4.92,0.59,26620000000.0,4.92,4690000000.0,2.51,20.60,6.80,14770000000.0,8.18,21060000000.0,1.13,14.81,8560000000.0,1.59,0.07,79.50,15490000.0,1.50,0.80,16219999.999999998,N/A
155,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,76.58,15.94,1.85,4.64,11.67,20.62,13.57,32.03,34.22,3670000000.0,3670000000.0,13.26,1.86,2.16,9.58,2.16,1070000000.0,9.58,197240000.0,3.94,2.90,6.60,60070000.0,1.20,520539999.99999994,0.48,13.61,284760000.0,1.55,1.17,88.90,3740000.0,13.40,8.60,3520000.0,N/A
156,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,40.60,10.85,1.12,0.94,10.92,15.63,0.53,9.67,52.53,16190000000.0,16190000000.0,9.07,1.09,1.19,7.60,1.19,4800000000.0,7.60,1480000000.0,5.62,8.80,4.10,5560000000.0,21.99,6590000000.0,5.24,64.14,2560000000.0,1.80,0.32,88.10,4600000.0,2.20,1.80,5190000.0,N/A
157,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,28.01,19.84,0.90,4.39,4.63,7.32,8.71,21.65,100.98,14760000000.0,14760000000.0,17.71,3.43,0.96,11.55,0.96,4590000000.0,11.55,714810000.0,4.64,2.20,3.10,166490000.0,1.09,893700000.0,1.50,20.88,852880000.0,1.07,2.73,71.90,2930000.0,4.30,2.00,2880000.0,N/A
158,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,84.56,16.08,1.09,3.34,7.49,10.34,5.29,16.73,48.46,75180000000.0,75180000000.0,14.67,2.03,1.34,8.91,1.34,10700000000.0,8.91,3830000000.0,3.28,40.90,14.50,6040000000.0,5.24,19800000000.0,1.97,15.82,7180000000.0,0.59,0.15,71.90,12610000.0,2.00,1.10,10650000.0,N/A
159,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,47.88,21.79,1.10,3.18,5.10,8.54,8.03,14.96,44.20,5230000000.0,5230000000.0,18.08,2.01,1.20,12.31,1.20,1200000000.0,12.31,223260000.0,2.24,15.90,4.20,400630000.0,4.05,725000000.0,2.72,15.30,262690000.0,0.73,17.42,79.10,4450000.0,3.90,5.20,4190000.0000000005,N/A
160,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,54.61,27.16,4.92,3.66,18.28,28.70,7.48,14.29,35.76,19880000000.0,19880000000.0,23.31,1.93,5.55,16.24,5.55,2100000000.0,16.24,654580000.0,6.48,5.80,3.70,615490000.0,6.12,2630000000.0,2.18,47.83,888210000.0,0.55,1.58,95.00,1560000.0,4.00,1.80,1450000.0,N/A
161,N/A,N/A,rai,N/A,N/A,N/A,N/A,N/A,112.39,27.34,4.73,8.99,17.41,32.79,11.13,31.39,16.16,44460000000.0,44460000000.0,17.09,1.54,5.17,15.27,5.17,4410000000.0,15.27,1500000000.0,2.80,7.20,6.30,1620000000.0,3.04,5080000000.0,0.94,8.49,1790000000.0,1.02,42.69,45.50,21020000.0,5.80,6.80,21150000.0,N/A
162,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,124.00,9.71,1.51,1.35,15.68,21.22,3.97,14.70,33.37,14000000000.0,14000000000.0,12.99,3.17,2.95,9.62,2.95,1620000000.0,9.62,745000000.0,5.23,107.30,12.60,31000000.0,0.22,6600000000.0,0.83,37.26,787000000.0,0.32,10.00,53.00,5830000.0,5.90,4.50,8020000.0,N/A
163,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,102.03,21.24,1.51,11.92,7.33,11.82,11.56,46.06,57.07,27810000000.0,27810000000.0,13.93,1.21,1.64,10.80,1.64,3170000000.0,10.80,1330000000.0,4.17,34.70,2.60,558000000.0,1.93,2720000000.0,1.49,7.44,2130000000.0,0.76,0.83,95.70,2290000.0,1.40,0.80,2570000.0,N/A
164,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,103.90,28.34,2.42,5.03,8.74,14.38,6.59,17.78,47.55,41860000000.0,41860000000.0,22.34,1.91,2.94,14.33,2.94,6600000000.0,14.33,1250000000.0,4.08,22.20,1.20,237900000.0,0.80,7210000000.0,1.19,23.08,1710000000.0,0.95,9.59,76.30,6280000.0,5.20,2.40,5830000.0,N/A
165,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,63.13,15.20,3.95,3.43,26.98,21.32,5.09,22.22,14.43,1.7862e+11,1.7862e+11,15.31,4.18,4.32,12.17,4.32,25470000000.0,12.17,11170000000.0,3.85,44.10,8.20,15600000000.0,5.52,30250000000.0,1.61,16.89,7780000000.0,0.40,0.04,75.70,31490000.0,3.10,1.10,32070000.0,N/A
166,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,34.79,8.49,0.26,1.48,3.18,5.10,8.14,18.71,227.25,33240000000.0,33240000000.0,9.89,0.63,0.28,4.29,0.28,12700000000.0,4.29,3830000000.0,7.17,16.40,36.60,4870000000.0,9.57,7420000000.0,1.94,40.71,5430000000.0,1.67,0.50,82.80,13880000.0,2.60,2.70,12510000.0,N/A
167,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,50.78,20.16,3.97,2.67,19.81,32.85,6.91,12.99,23.34,12590000000.0,12590000000.0,17.15,1.59,4.89,11.35,4.89,1700000000.0,11.35,509500000.0,4.61,7.60,0.70,38400000.0,0.35,2100000000.0,0.78,34.59,925200000.0,1.23,1.23,90.90,3760000.0,2.10,3.40,3300000.0,N/A
168,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,42.83,23.00,1.02,0.75,4.54,17.89,1.97,3.98,37.29,17960000000.0,17960000000.0,12.86,1.84,1.27,5.24,1.27,8730000000.0,5.24,805000000.0,1.69,84.70,5.70,7170000000.0,19.32,10550000000.0,0.54,51.98,2620000000.0,1.08,21.29,17.70,2960000.0,3.10,0.90,2270000.0,N/A
169,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,118.03,23.60,0.89,5.44,3.95,7.99,7.07,19.92,68.25,6660000000.0,6660000000.0,16.41,2.16,1.06,9.96,1.06,1650000000.0,9.96,251100000.0,2.64,0.60,1.40,230100000.0,2.53,1210000000.0,1.22,11.30,490500000.0,0.85,0.45,89.30,3970000.0,3.40,4.40,2540000.0,N/A
170,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,59.58,21.52,0.78,3.08,3.64,7.30,5.01,14.60,167.68,48170000000.0,48170000000.0,15.90,1.79,0.82,9.73,0.82,15090000000.0,9.73,2150000000.0,6.04,16.80,7.90,4160000000.0,11.92,9010000000.0,0.80,43.11,3420000000.0,0.32,0.41,91.60,4200000.0,2.30,1.30,4010000.0,N/A
171,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,99.70,19.02,1.38,1.50,7.25,11.22,2.06,8.03,36.19,40310000000.0,40310000000.0,13.01,3.01,2.36,9.07,2.36,4880000000.0,9.07,1240000000.0,2.61,86.30,0.20,145000000.0,0.30,15910000000.0,0.98,32.75,3990000000.0,0.17,0.05,80.50,6260000.0,2.20,2.90,5830000.0,N/A
172,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,481.92,18.51,1.86,9.22,10.49,19.27,6.47,43.02,43.41,15110000000.0,15110000000.0,15.19,1.30,2.83,11.96,2.83,2780000000.0,11.96,561000000.0,4.51,35.60,5.80,180000000.0,1.50,5220000000.0,1.01,9.02,922000000.0,1.25,0.47,93.00,4660000.0,5.00,3.90,4170000.0,N/A
173,N/A,N/A,hot,N/A,N/A,N/A,N/A,N/A,205.44,25.10,4.35,10.55,18.43,26.91,6.44,26.00,17.94,16340000000.0,16340000000.0,23.76,2.86,5.06,14.68,5.06,4280000000.0,14.68,606000000.0,3.29,27.70,5.50,573000000.0,3.35,2760000000.0,0.83,7.79,898000000.0,1.78,0.30,92.30,3900000.0,1.10,2.30,4690000.0,N/A
174,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,27.97,17.83,3.74,4.05,21.63,28.32,9.94,22.04,26.24,2.6458e+11,2.6458e+11,15.52,3.15,3.60,10.75,3.60,51580000000.0,10.75,15920000000.0,5.59,8.60,4.10,31320000000.0,11.29,18980000000.0,2.44,24.45,17420000000.0,1.03,0.01,67.30,31760000.0,4.30,1.10,31270000.0,N/A
175,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,30.82,18.52,2.41,2.50,13.27,16.92,7.06,14.39,8.60,8380000000.0,8380000000.0,19.20,4.74,1.77,8.22,1.77,2600000000.0,8.22,627590000.0,1.12,2.20,4.40,4790000000.0,8.91,1400000000.0,6.61,8.47,1000000000.0,1.54,5.20,83.00,43860000.0,5.10,10.10,67520000.0,N/A
176,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,30.07,24.74,3.83,4.23,15.84,24.08,9.07,17.49,29.62,2.023e+11,2.023e+11,20.14,1.48,3.99,13.92,3.99,22390000000.0,13.92,8030000000.0,4.65,10.00,7.00,3740000000.0,2.21,14960000000.0,1.17,27.08,10810000000.0,1.51,7.73,64.90,41310000.0,6.70,2.40,42260000.0,N/A
177,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,47.24,20.80,3.13,7.11,15.67,22.65,13.92,31.21,49.10,1.0461e+11,1.0461e+11,17.91,2.09,3.31,12.24,3.31,15370000000.0,12.24,4950000000.0,7.55,0.70,3.20,2810000000.0,4.43,6590000000.0,2.46,21.94,6610000000.0,1.26,0.03,70.00,6710000.0,3.00,1.10,7590000.0,N/A
178,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,124.58,17.87,1.41,1.58,7.97,15.77,3.17,9.14,22.63,29160000000.0,29160000000.0,14.52,3.34,2.55,9.78,2.55,3730000000.0,9.78,912150000.0,1.80,41.80,7.50,144790000.0,0.29,12730000000.0,0.81,20.16,3040000000.0,0.34,0.13,70.30,10600000.0,3.20,2.10,11260000.0,N/A
179,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,12.36,20.76,0.71,2.75,3.46,7.55,9.24,14.48,26.20,1520000000.0,1520000000.0,14.14,0.82,0.69,6.30,0.69,660950000.0,6.30,76300000.0,0.90,157.00,9.10,127700000.0,1.51,70600000.0,1.65,6.76,193120000.0,1.73,12.97,90.20,5470000.0,3.00,6.70,4160000.0,N/A
180,N/A,N/A,see,N/A,N/A,N/A,N/A,N/A,378.21,39.61,1.42,9.50,3.71,10.77,6.29,21.63,36.42,14770000000.0,14770000000.0,20.96,1.60,1.93,13.69,1.93,2690000000.0,13.69,282600000.0,1.33,37.10,4.40,536299999.99999994,2.55,4350000000.0,1.68,5.46,1050000000.0,1.51,10.02,84.50,6330000.0,3.20,3.00,5620000.0,N/A
181,N/A,N/A,gmcr,N/A,N/A,N/A,N/A,N/A,19.87,21.69,2.55,4.48,12.39,19.61,13.78,19.62,29.28,13130000000.0,13130000000.0,18.92,1.47,2.78,11.09,2.78,1820000000.0,11.09,586270000.0,3.59,4.10,2.20,97550000.0,0.63,536090000.00000006,2.56,17.50,493780000.0,0.93,25.77,69.10,10630000.0,3.20,9.40,9020000.0,N/A
182,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,352.24,87.34,0.58,4.23,0.69,9.61,4.99,6.74,40.02,7250000000.0,7250000000.0,9.21,2.65,1.11,7.14,1.11,1250000000.0,7.14,67000000.0,0.27,29.70,13.30,257000000.0,1.59,3620000000.0,1.04,5.61,600000000.0,1.93,6.01,91.60,7060000.0,2.40,4.40,7150000.0,N/A
183,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,53.36,76.71,7.85,10.74,10.32,14.84,5.01,13.26,9.98,14060000000.0,14060000000.0,35.87,2.83,7.61,40.18,7.61,1520000000.0,40.18,190540000.0,1.01,27.40,13.50,1180000000.0,6.46,720000000.0,1.37,7.37,666870000.0,1.01,10.93,84.90,5620000.0,5.40,3.60,5630000.0,N/A
184,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,289.68,24.22,0.98,4.34,4.20,6.86,4.82,18.46,68.32,23590000000.0,23590000000.0,19.94,1.44,1.62,21.13,1.62,1890000000.0,21.13,609680000.0,2.82,7.30,7.10,351700000.0,1.69,9490000000.0,2.67,15.69,641500000.0,0.76,0.48,100.40,11090000.0,8.60,6.30,11370000.0,N/A
185,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,21.50,92.51,6.51,12.30,7.34,20.51,10.32,11.59,15.52,27170000000.0,27170000000.0,27.24,3.33,6.19,25.11,6.19,3860000000.0,25.11,322000000.0,1.12,49.10,8.10,2080000000.0,7.56,499000000.0,1.35,8.42,1640000000.0,0.93,4.91,91.40,6940000.0,5.20,2.60,7080000.0,N/A
186,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,50.86,29.76,2.43,6.11,8.42,14.82,11.59,19.50,28.72,31620000000.0,31620000000.0,19.18,1.90,2.56,15.02,2.56,5990000000.0,15.02,1040000000.0,2.38,2.90,2.00,655480000.0,1.54,2490000000.0,1.79,11.54,1250000000.0,1.03,20.64,86.10,3870000.0,1.80,0.90,3740000.0,N/A
187,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,539.52,31.16,2.34,55.86,7.86,11.63,13.53,83.11,118.45,28880000000.0,28880000000.0,21.46,1.58,2.58,19.21,2.58,5160000000.0,19.21,876990000.0,9.08,13.80,3.50,64010000.00000001,0.69,2530000000.0,0.82,5.06,1110000000.0,0.68,14.81,76.80,1530000.0,2.40,2.10,1730000.0,N/A
188,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,78.32,15.82,3.21,2.06,20.50,26.47,4.04,11.97,11.90,22060000000.0,22060000000.0,12.40,1.13,4.27,15.14,4.27,5150000000.0,15.14,1060000000.0,2.44,38.20,1.70,1790000000.0,4.14,7080000000.0,5.58,18.75,1360000000.0,1.53,1.22,88.60,2500000.0,1.00,0.60,3330000.0,N/A
189,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,413.48,17.21,1.29,10.20,8.03,13.40,7.52,41.95,33.16,14320000000.0,14320000000.0,16.27,6.55,1.79,10.43,1.79,2970000000.0,10.43,644000000.0,2.61,16.50,12.80,301000000.0,1.29,4200000000.0,1.05,4.36,1070000000.0,1.39,7.88,86.10,1530000.0,0.80,0.70,3160000.0,N/A
190,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,542.58,19.91,5.31,38.17,26.98,44.09,14.42,146.46,9.23,1.0719e+11,1.0719e+11,16.33,2.11,5.89,13.02,5.89,10160000000.0,13.02,4900000000.0,2.49,13.40,6.60,3670000000.0,1.87,13900000000.0,0.81,1.29,5040000000.0,0.98,0.17,60.10,8220000.000000001,1.40,0.40,11300000.0,N/A
191,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,655.30,26.79,3.28,18.56,12.64,22.85,7.68,17.07,17.02,10210000000.0,10210000000.0,14.11,2.09,3.66,14.16,3.66,1700000000.0,14.16,352870000.0,2.13,35.30,11.20,2340000000.0,14.63,3240000000.0,4.06,3.09,537070000.0,1.52,0.27,95.90,4950000.0,4.30,3.40,5410000.0,N/A
192,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,41.85,55.94,3.73,4.37,6.86,22.78,8.48,7.70,25.75,35860000000.0,35860000000.0,17.67,2.20,3.68,13.78,3.68,6380000000.0,13.78,669000000.0,1.74,220.00,3.20,4280000000.0000005,11.31,3480000000.0,2.36,21.99,1950000000.0,1.36,13.27,72.00,3890000.0,3.60,1.10,3800000.0,N/A
193,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,73.93,14.98,1.57,4.28,10.94,16.75,10.67,27.30,34.84,42210000000.0,42210000000.0,15.59,2.20,1.75,8.84,1.75,10160000000.0,8.84,2640000000.0,3.78,77.90,7.10,3260000000.0,4.87,6630000000.0,1.18,13.23,3360000000.0,1.00,0.61,72.30,22470000.0,4.30,3.30,24350000.0,N/A
194,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,126.11,19.74,2.40,6.44,12.40,18.94,8.69,35.11,39.13,14810000000.0,14810000000.0,16.62,1.62,2.83,12.54,2.83,1510000000.0,12.54,668000000.0,4.80,6.10,6.50,284000000.0,2.15,2460000000.0,1.41,14.73,699000000.0,0.56,0.41,0.10,4220000.0,5.50,3.60,4310000.0,N/A
195,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,3.24,37.46,0.76,23.05,2.07,3.05,8.22,45.68,39.98,320810000.0,320810000.0,29.75,1.78,0.67,19.92,0.67,86640000.0,19.92,9840000.0,0.83,10.00,2.60,39660000.0,3.34,3.24,1.00,1.33,10530000.0,0.45,1.17,105.50,1990000.0,14.00,28.10,1880000.0,N/A
196,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,79.76,24.18,5.33,5.78,22.65,28.19,9.46,24.85,24.08,10660000000.0,10660000000.0,20.69,2.52,5.28,16.01,5.28,1160000000.0,16.01,457380000.0,5.41,36.60,6.90,2109999999.9999998,25.51,1490000000.0,5.34,22.52,550480000.0,0.05,4.15,95.50,1920000.0,3.70,2.80,2060000.0,N/A
197,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,54.90,21.14,1.22,4.00,5.87,9.95,3.94,19.31,137.72,45120000000.0,45120000000.0,17.75,1.60,1.26,11.61,1.26,13580000000.0,11.61,2110000000.0,7.95,0.90,11.40,2790000000.0,10.85,6060000000.0,0.92,42.48,2170000000.0,0.53,2.73,89.20,2009999.9999999998,1.00,0.80,2240000.0,N/A
198,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,88.26,21.65,2.44,4.56,11.75,16.34,4.17,19.89,41.44,34290000000.0,34290000000.0,15.15,1.45,2.88,13.54,2.88,12040000000.0,13.54,1390000000.0,4.75,0.90,3.40,594000000.0,2.11,5680000000.0,1.06,22.59,1790000000.0,1.10,0.75,91.10,3320000.0,2.20,1.20,2360000.0,N/A
199,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,143.27,26.30,0.47,4.28,1.79,3.73,7.28,16.40,82.33,24780000000.0,24780000000.0,19.48,3.13,0.51,10.34,0.51,8180000000.0,10.34,867920000.0,1.46,2.20,4.20,5080000000.0,8.56,7670000000.0,2.66,8.96,1510000000.0,0.81,0.24,79.50,24670000.0,6.90,4.20,27170000.0,N/A
200,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,74.67,30.68,3.10,2.63,10.27,13.66,3.28,8.61,42.33,65730000000.0,65730000000.0,16.26,1.87,3.89,16.27,3.89,7490000000.0,16.27,1740000000.0,4.31,29.10,0.40,873000000.0,2.19,14870000000.0,0.90,50.03,2600000000.0,0.83,0.15,92.20,2430000.0,1.50,0.60,3030000.0,N/A
201,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,71.70,25.24,0.25,1.85,0.99,2.94,3.70,7.76,88.72,5090000000.0,5090000000.0,9.24,0.93,0.30,5.02,0.30,1030000000.0,5.02,183420000.0,0.87,61.60,15.10,962790000.0,4.97,1670000000.0,1.16,11.93,972390000.0,0.51,12.19,89.90,3510000.0,2.50,1.90,4030000.0000000005,N/A
202,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,4.56,63.19,16.36,10.55,25.97,36.42,13.24,18.94,11.42,35040000000.0,35040000000.0,31.05,2.40,15.45,40.42,15.45,2060000000.0,40.42,588880000.0,2.92,42.70,6.00,1930000000.0,9.65,160410000.0,4.92,17.61,694160000.0,1.44,0.72,97.60,9480000.0,3.50,7.20,7230000.0,N/A
